COD_CF_Fornitore,Data_documento,ID_documento,Descrizione,Codice_articolo,Codice_variante,Codice_categoria,Unita_misura,Quantita_um,Prezzo_netto_vu,importo
3078,2021-10-29,2021-BADDV-0001840,TRUCIOLARE NOBILITATO SP.18_x000D_25 PZ,017.PM051.18,13,10.30.30.10.10.40,MQ,157.83,8.24039,1300.58
3078,2021-10-29,2021-BADDV-0001840,TRUCIOLARE NOBILITATO SP.18_x000D_25 PZ,017.PM051.18,8,10.30.30.10.10.40,MQ,157.83,8.24039,1300.58
3546,2021-11-05,2021-BADDV-0001841,GUARNIZIONE COPRIFUGA TPE TRASPARENTE 0643501/TR,017.PM508,0,10.30.50.10.090,ML,5040.0,0.765,3855.6
3546,2021-11-05,2021-BADDV-0001841,GUARNIZIONE COPRIFUGA TPE BIANCO 0643501/BI,017.PM508,0,10.30.50.10.090,ML,1200.0,0.765,918.0
4375,2021-11-11,2021-BADDV-0001843,LASTRA SYLODAMP 1000 DA TAGLIARE SECONDO SCHEMA ALLEGATO,017.PM507,0,10.30.50.10.190,NR,10.0,19.0,190.0
523,2021-11-09,2021-BADDV-0001845,BORDO IN ABS SP.1 cod.079 PORO_x000D_RIF. NOCE MONZA SAIB,017.PM056,119,10.30.30.10.20,ML,5545.0,0.20701,1147.87
523,2021-11-09,2021-BADDV-0001845,BORDO IN ABS sp.1 mm 818 fin. metal,017.PM056,112,10.30.30.10.20,ML,5040.0,0.1587,799.85
3597,2021-11-11,2021-BADDV-0001846,SUPPORTO MCR036R1 SP.6 mm.,052.MP.036,0,20.30.090,PZ,940.0,0.78,733.2
3444,2021-11-11,2021-BADDV-0001847,ANTA APR. SX o DX IN CRISTALLO TRASPARENTE 895 H max 3000,017.PM106.015,0,10.30.40.10.20,PZ,2.0,147.675,295.35
4123,2021-11-08,2021-BADDV-0001850,PROFILO CL7165+CL7167+CL6982_x000D_DA CURVARE SECONDO ALLEGATI TECNICI,017.PM507,0,10.30.50.10.190,NR,16.0,199.5,3192.0
2521,2021-11-12,2021-BADDV-0001851,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,2.0,121.5,243.0
2521,2021-11-12,2021-BADDV-0001851,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,1.0,121.5,121.5
2521,2021-11-12,2021-BADDV-0001851,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,4.0,121.5,486.0
2521,2021-11-12,2021-BADDV-0001851,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,4.0,121.5,486.0
2521,2021-11-12,2021-BADDV-0001851,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,1.0,121.5,121.5
2521,2021-11-12,2021-BADDV-0001851,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,3.0,121.5,364.5
2521,2021-11-12,2021-BADDV-0001851,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,2.0,121.5,243.0
2521,2021-11-12,2021-BADDV-0001851,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,6.0,121.5,729.0
2521,2021-11-12,2021-BADDV-0001851,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,1.0,121.5,121.5
2521,2021-11-12,2021-BADDV-0001851,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,1.0,121.5,121.5
2521,2021-11-12,2021-BADDV-0001851,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,1.0,121.5,121.5
2521,2021-11-12,2021-BADDV-0001851,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,2.0,121.5,243.0
2521,2021-11-12,2021-BADDV-0001851,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,1.0,121.5,121.5
2521,2021-11-12,2021-BADDV-0001851,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,1.0,121.5,121.5
2521,2021-11-12,2021-BADDV-0001851,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,1.0,121.5,121.5
2521,2021-11-12,2021-BADDV-0001851,ANTA SEMIFISSA SX o DX IN CRISTALLO TRAS. 944 H max 2800,017.PM106.012,0,10.30.40.10.20,PZ,2.0,120.79,241.58
2521,2021-11-12,2021-BADDV-0001851,ANTA SEMIFISSA SX o DX IN CRISTALLO TRAS. 944 H max 2800,017.PM106.012,0,10.30.40.10.20,PZ,2.0,120.79,241.58
2521,2021-11-12,2021-BADDV-0001851,ANTA SEMIFISSA SX o DX IN CRISTALLO TRAS. 944 H max 2800,017.PM106.012,0,10.30.40.10.20,PZ,1.0,120.79,120.79
2521,2021-11-12,2021-BADDV-0001851,ANTA SEMIFISSA SX o DX IN CRISTALLO TRAS. 944 H max 2800,017.PM106.012,0,10.30.40.10.20,PZ,1.0,120.79,120.79
2521,2021-11-12,2021-BADDV-0001851,ANTA APR. SX o DX IN CRISTALLO TRASPARENTE 895 H max 3000,017.PM106.015,0,10.30.40.10.20,PZ,1.0,136.0,136.0
2521,2021-11-12,2021-BADDV-0001851,ANTA SEMIFISSA SX o DX IN CRISTALLO TRAS. 944 H max 3000,017.PM106.016,0,10.30.40.10.20,PZ,1.0,122.2,122.2
2521,2021-11-12,2021-BADDV-0001851,ANTA SCORREVOLE IN CRISTALLO TRASP. 1000 H=2800,092.ANTASCTR.02,0,10.30.40.10.60,PZ,2.0,136.0,272.0
2521,2021-11-12,2021-BADDV-0001851,ANTA APR. SX o DX IN CRISTALLO TRASPARENTE 895 H max 3000,017.PM106.015,0,10.30.40.10.20,PZ,1.0,136.0,136.0
2521,2021-11-12,2021-BADDV-0001851,VETRO STRATIFICATO TRASPARENTE 6+6,090.VST66,1023,10.30.40.10.50,MQ,17.15,30.0,514.5
2521,2021-11-12,2021-BADDV-0001851,VETRO STRATIFICATO TRASPARENTE 6+6,090.VST66,1025,10.30.40.10.50,MQ,9.57,30.0,287.1
2521,2021-11-12,2021-BADDV-0001851,VETRO STRATIFICATO TRASPARENTE 6+6,090.VST66,1027,10.30.40.10.50,MQ,21.27,30.0,638.1
2477,2021-11-15,2021-BADDV-0001852,LASTRA CARTONGESSO BA13,017.PM355,0,10.30.50.10.100,MQ,576.0,2.0,1152.0
3493,2021-11-11,2021-BADDV-0001855,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3796,10.30.40.10.50,MQ,1.06,35.9717,38.13
3493,2021-11-11,2021-BADDV-0001855,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3797,10.30.40.10.50,MQ,25.63,35.96762,921.85
3493,2021-11-11,2021-BADDV-0001855,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3798,10.30.40.10.50,MQ,5.19,35.96724,186.67
3493,2021-11-11,2021-BADDV-0001855,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3799,10.30.40.10.50,MQ,5.66,35.9682,203.58
3493,2021-11-11,2021-BADDV-0001855,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,2747,10.30.40.10.50,MQ,5.94,23.87205,141.8
3564,2021-11-11,2021-BADDV-0001858,CERNIERA VERTICALE 8674 15 ANTA CRISTALLO_x000D_consegna settembre 2021,017.PM591,0,10.30.50.10.040,PZ,46.0,21.13174,972.06
2897,2021-11-16,2021-BADDV-0001861,PANNELLO MODULO TECNICO RAL 9010 OPACO,017.PM507,0,10.30.50.10.190,NR,4.0,12.5,50.0
2897,2021-11-16,2021-BADDV-0001861,PROFILO VELETTA SCORREVOLE V-5045 9010 MANGINI_x000D_KG 36,017.PM507,0,10.30.50.10.190,NR,16.0,1.25,20.0
4375,2021-11-11,2021-BADDV-0001862,LASTRA SYLODAMP 1000 DA TAGLIARE SECONDO SCHEMA ALLEGATO,017.PM507,0,10.30.50.10.190,NR,60.0,19.0,1140.0
3493,2021-11-17,2021-BADDV-0001865,VETRO TRASPARENTE 66.1 ANTIRUMORE_x000D_BISELLO 45_x000D_P6 ZH,090.VST66.SI,3074,10.30.40.10.50,MQ,4.4,31.5,138.6
3493,2021-11-17,2021-BADDV-0001865,VETRO TRASPARENTE 66.1 ANTIRUMORE_x000D_BISELLO 45_x000D_P6 ZH,090.VST66.SI,3075,10.30.40.10.50,MQ,4.64,31.5,146.16
3493,2021-11-17,2021-BADDV-0001865,VETRO TRASPARENTE 66.1 ANTIRUMORE_x000D_BISELLO 45_x000D_P6 ZH,090.VST66.SI,3076,10.30.40.10.50,MQ,2.78,31.5,87.57
3493,2021-11-17,2021-BADDV-0001865,VETRO TRASPARENTE 66.1 ANTIRUMORE_x000D_BISELLO 45_x000D_P6 ZH,090.VST66.SI,3077,10.30.40.10.50,MQ,5.81,31.50086,183.02
3493,2021-11-17,2021-BADDV-0001865,VETRO TRASPARENTE 66.1 ANTIRUMORE_x000D_BISELLO 45_x000D_P6 ZH,090.VST66.SI,3081,10.30.40.10.50,MQ,0.59,31.50847,18.59
3493,2021-11-17,2021-BADDV-0001865,VETRO TRASPARENTE 66.1 ANTIRUMORE_x000D_BISELLO 45_x000D_P11 ZC,090.VST66.SI,3347,10.30.40.10.50,MQ,3.12,31.5,98.28
3493,2021-11-17,2021-BADDV-0001865,VETRO TRASPARENTE 66.1 ANTIRUMORE_x000D_DRITTO_x000D_P3 ZC,090.VST66.SI,3591,10.30.40.10.50,MQ,1.14,31.5,35.91
3493,2021-11-17,2021-BADDV-0001865,VETRO TRASPARENTE 66.1 ANTIRUMORE_x000D_DRITTO_x000D_P11 ZB,090.VST66.SI,3808,10.30.40.10.50,MQ,2.58,31.5,81.27
3493,2021-11-17,2021-BADDV-0001865,VETRO TRASPARENTE 66.1 ANTIRUMORE_x000D_BISELLO 45_x000D_P8 ZE,090.VST66.SI,3809,10.30.40.10.50,MQ,1.33,31.50376,41.9
3493,2021-11-17,2021-BADDV-0001865,VETRO TRASPARENTE 66.1 ANTIRUMORE_x000D_DRITTO_x000D_P2 ZG,090.VST66.SI,3810,10.30.40.10.50,MQ,2.74,31.5,86.31
3493,2021-11-17,2021-BADDV-0001865,VETRO TRASPARENTE 66.1 ANTIRUMORE_x000D_DRITTO_x000D_PT,090.VST66.SI,3811,10.30.40.10.50,MQ,6.54,31.5,206.01
3493,2021-11-17,2021-BADDV-0001865,ANTA SCORREVOLE IN CRISTALLO TRASP. _x000D_P9,092.ANTASCTR.05,0,10.30.40.10.60,PZ,2.0,120.0,240.0
2969,2021-11-10,2021-BADDV-0001870,CVP368 FERMAVETRO IN PVC L=3000 MM.,092.NW2533PLM,0,10.30.50.10.305,ML,6000.0,1.1559,6935.4
2969,2021-11-10,2021-BADDV-0001870,GUARNIZIONE PER TRAVERSO E MONTANTE,017.PM336,0,10.30.50.10.090,ML,20160.0,0.5524,11136.38
2969,2021-11-10,2021-BADDV-0001870,GUARNIZIONE MED IN PVC COESTRUSO NERO,017.GUI.MED.01,0,10.30.50.10.090,ML,3000.0,0.35,1050.0
2521,2021-11-12,2021-BADDV-0001874,VETRO STRATIFICATO TRASPARENTE 6+6,090.VST66,1017,10.30.40.10.50,MQ,3.61,30.0,108.3
2521,2021-11-12,2021-BADDV-0001874,ANTA SCORREVOLE IN CRISTALLO TRASP. 1000 H=3050,092.ANTASCTR.03,0,10.30.40.10.60,PZ,1.0,148.0,148.0
2521,2021-11-12,2021-BADDV-0001874,VETRO STRATIFICATO 33.1,017.PM152,129,10.30.40.10.10,MQ,101.36,14.0,1419.04
2521,2021-11-12,2021-BADDV-0001874,VETRO STRATIFICATO 33.1,017.PM152,1778,10.30.40.10.10,MQ,10.84,14.0,151.76
2521,2021-11-12,2021-BADDV-0001874,VETRO STRATIFICATO 33.1,017.PM152,1779,10.30.40.10.10,MQ,5.9,14.0,82.6
2521,2021-11-12,2021-BADDV-0001874,VETRO STRATIFICATO 33.1,017.PM152,1780,10.30.40.10.10,MQ,3.9,14.0,54.6
2521,2021-11-12,2021-BADDV-0001874,VETRO STRATIFICATO 33.1,017.PM152,1781,10.30.40.10.10,MQ,2.78,14.0,38.92
2521,2021-11-12,2021-BADDV-0001874,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,224,10.30.40.10.50,MQ,25.86,19.0,491.34
2521,2021-11-18,2021-BADDV-0001875,VETRO TRASPARENTE 66.1 ANTIRUMORE_x000D_CON TACCA,090.VST66.SI,3783,10.30.40.10.50,MQ,4.28,37.0,158.36
2521,2021-11-18,2021-BADDV-0001875,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3807,10.30.40.10.50,MQ,6.25,37.0,231.25
1735,2021-11-12,2021-BADDV-0001876,CL6083 PROFILO TELAIO VETRO ALLUMINIO GREZZO,017.PM201,0,10.30.20.10.20.01,ML,2281.5,2.94381,6716.3
1735,2021-11-22,2021-BADDV-0001877,"CL7116 PROFILO CARTER GREZZO PER PROFILO ""L"" INFERIORE",091.NW2604,0,10.30.20.10.15,ML,1716.0,1.23537,2119.9
1735,2021-11-22,2021-BADDV-0001877,"CL7118 PROFILO GUIDA SUPERIORE LISCIO A ""C"" GREZZO",091.NW2606,0,10.30.20.10.15,ML,975.0,6.51836,6355.4
1735,2021-11-22,2021-BADDV-0001877,SC2191 - PROFILO A SCATTO PER ANTA INTELAIATA IN ALL.,091.NW2191,0,10.30.20.10.15,ML,3250.0,0.85603,2782.1
1735,2021-11-22,2021-BADDV-0001877,"CL7116 PROFILO CARTER GREZZO PER PROFILO ""L"" INFERIORE",091.NW2604,0,10.30.20.10.15,ML,1911.0,1.23532,2360.7
1735,2021-11-22,2021-BADDV-0001877,"CL7118 PROFILO GUIDA SUPERIORE LISCIO A ""C"" GREZZO",091.NW2606,0,10.30.20.10.15,ML,565.5,6.50133,3676.5
1735,2021-11-22,2021-BADDV-0001877,SC2191 - PROFILO A SCATTO PER ANTA INTELAIATA IN ALL.,091.NW2191,0,10.30.20.10.15,ML,2574.0,0.85532,2201.6
1735,2021-11-22,2021-BADDV-0001877,CL6083 PROFILO TELAIO VETRO ALLUMINIO GREZZO,017.PM201,0,10.30.20.10.20.01,ML,780.0,2.95256,2303.0
1964,2021-11-22,2021-BADDV-0001878,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,562,10.30.40.10.50,MQ,2.06,21.0,43.26
1964,2021-11-22,2021-BADDV-0001878,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,2756,10.30.40.10.50,MQ,4.91,27.0,132.57
1964,2021-11-22,2021-BADDV-0001878,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,197,10.30.40.10.50,MQ,3.38,21.0,70.98
1964,2021-11-22,2021-BADDV-0001878,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,246,10.30.40.10.50,MQ,3.36,21.0,70.56
1964,2021-11-22,2021-BADDV-0001878,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,566,10.30.40.10.50,MQ,2.95,21.0,61.95
1964,2021-11-22,2021-BADDV-0001878,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,567,10.30.40.10.50,MQ,3.93,21.0,82.53
1964,2021-11-22,2021-BADDV-0001878,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,568,10.30.40.10.50,MQ,3.92,21.0,82.32
1964,2021-11-22,2021-BADDV-0001878,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,569,10.30.40.10.50,MQ,2.94,21.0,61.74
1964,2021-11-22,2021-BADDV-0001878,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,570,10.30.40.10.50,MQ,3.91,21.0,82.11
1964,2021-11-22,2021-BADDV-0001878,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,246,10.30.40.10.50,MQ,3.36,21.0,70.56
1964,2021-11-22,2021-BADDV-0001878,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,498,10.30.40.10.50,MQ,5.86,21.0,123.06
1964,2021-11-22,2021-BADDV-0001878,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,502,10.30.40.10.50,MQ,6.71,21.0,140.91
1964,2021-11-22,2021-BADDV-0001878,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,519,10.30.40.10.50,MQ,2.94,21.0,61.74
1964,2021-11-22,2021-BADDV-0001878,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,571,10.30.40.10.50,MQ,3.88,21.0,81.48
1964,2021-11-22,2021-BADDV-0001878,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,572,10.30.40.10.50,MQ,3.9,21.0,81.9
1964,2021-11-22,2021-BADDV-0001878,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,573,10.30.40.10.50,MQ,3.89,21.0,81.69
2897,2021-11-18,2021-BADDV-0001886,PANNELLI ZINCATI RAL 5024 OPACO,017.PM507,0,10.30.50.10.190,NR,10.0,20.0,200.0
3597,2021-11-22,2021-BADDV-0001888,SQUADRETTA DI ALLINEAMENTO PER ANTA PORTA INTELAIATA DOPPIO VETRO,091.NWSQ016,0,10.30.50.10.305,PZ,17.0,2.5,42.5
3597,2021-11-22,2021-BADDV-0001888,SQUADRETTA DI ALLINEAMENTO PER ANTA PORTA INTELAIATA DOPPIO VETRO,091.NWSQ016,0,10.30.50.10.305,PZ,283.0,2.5,707.5
3597,2021-11-22,2021-BADDV-0001888,ANGOLARE DI ALLINEAMENTO PER ANTA PORTA INTELAIATA VETRO SINGOLO,091.NWSQ015,0,10.30.50.10.305,PZ,400.0,2.5,1000.0
3597,2021-11-22,2021-BADDV-0001888,ANGOLARE DI ALLINEAMENTO PER ANTA PORTA INTELAIATA DOPPIO VETRO,091.NWSQ018,0,10.30.50.10.305,PZ,300.0,2.5,750.0
1571,2021-11-22,2021-BADDV-0001891,LAMIERA PREVERNICIATA SP.8/10,017.PM006.08,1,10.30.10.10.20.11,KG,14055.0,1.7,23893.5
2521,2021-11-25,2021-BADDV-0001892,VETRO STRATIFICATO 33.1,017.PM152,129,10.30.40.10.10,MQ,141.91,14.0,1986.74
2477,2021-11-25,2021-BADDV-0001893,LASTRA CARTONGESSO BA13,017.PM355,0,10.30.50.10.100,MQ,806.4,1.78313,1437.92
1964,2021-11-26,2021-BADDV-0001898,ANTA APR. SX o DX IN CRISTALLO TRASPARENTE 895 H max 2500,017.PM106.002,0,10.30.40.10.20,PZ,3.0,120.0,360.0
1964,2021-11-26,2021-BADDV-0001898,VETRO STRATIFICATO 33.1,017.PM152,1308,10.30.40.10.10,MQ,13.53,16.0,216.48
1964,2021-11-26,2021-BADDV-0001898,VETRO STRATIFICATO 33.1,017.PM152,1782,10.30.40.10.10,MQ,2.57,16.0,41.12
1964,2021-11-26,2021-BADDV-0001898,VETRO STRATIFICATO 33.1,017.PM152,1783,10.30.40.10.10,MQ,2.67,16.0,42.72
1964,2021-11-26,2021-BADDV-0001898,VETRO STRATIFICATO 33.1,017.PM152,1784,10.30.40.10.10,MQ,3.35,16.0,53.6
4460,2021-11-19,2021-BADDV-0001899,COLLA POLIURETANICA SIMP SEAL 630 GRIGIO,017.PM601,0,10.30.50.10.060,KG,36.0,14.31444,515.32
3302,2021-11-22,2021-BADDV-0001900,LAMIERA ALLUMINIO ANODIZZATA,017.PM206AN,5,10.30.20.10.30.02,KG,1044.0,6.33736,6616.2
4385,2021-11-22,2021-BADDV-0001904,"MANIGLIA ""U FORM"" INOX",017.PM396,0,10.30.50.10.010,PZ,10.0,15.0,150.0
3693,2021-11-23,2021-BADDV-0001905,MANIGLIONE HOPPE E5012 IN ACCIAIO INOX_x000D_800-560,017.PM597,0,10.30.50.10.010,PZ,6.0,32.43333,194.6
3280,2021-11-25,2021-BADDV-0001908,MANIGLIONE ANTIPANICO IDEA BASE CHIUSURA CENTRALE CON MANIGLIA ESTERNA PER ANTA APRIBILE,017.PM381,0,10.30.50.10.010,PZ,2.0,56.14,112.28
3280,2021-11-25,2021-BADDV-0001908,SQUADRETTA SERRAGGIO TELAIO VETRO ALLUMINIO art.358 Master,017.PM465,0,10.30.50.10.180,PZ,1050.0,0.3279,344.3
3280,2021-11-25,2021-BADDV-0001908,"VITE AUTOFORANTE TC 3,5x19",017.PM592,0,10.30.50.10.030,PZ,1000.0,0.0099,9.9
3280,2021-11-25,2021-BADDV-0001908,"VITE AUTOFILETTANTE TPS BASSA ZN 3,5x13",017.PM491,0,10.30.50.10.030,PZ,270.0,0.009,2.43
2521,2021-11-29,2021-BADDV-0001909,VETRO STRATIFICATO 33.1,017.PM152,129,10.30.40.10.10,MQ,129.74,14.0,1816.36
2477,2021-12-01,2021-BADDV-0001910,LASTRA CARTONGESSO BA13,017.PM355,0,10.30.50.10.100,MQ,403.2,1.82778,736.96
3280,2021-11-09,2021-BADDV-0001912,CATENACCIO A LEVA FAPIM 150 mm. NERO,052.MP.CAT.02,0,20.30.090,PZ,100.0,3.315,331.5
3280,2021-11-09,2021-BADDV-0001912,CATENACCIO A LEVA PER ANTE INTELAIATE art. Medal 816,017.PM586,0,10.30.50.10.010,PZ,1000.0,2.87,2870.0
3280,2021-11-09,2021-BADDV-0001912,ANTISPIFFERO/GHIGLIOTTINA PER ANTA IN LEGNO,017.PM369,0,10.30.50.10.180,PZ,80.0,8.35,668.0
3280,2021-11-09,2021-BADDV-0001912,ANTISPIFFERO/GHIGLIOTTINA PER ANTA IN LEGNO,017.PM369,0,10.30.50.10.180,PZ,160.0,8.0,1280.0
3280,2021-11-09,2021-BADDV-0001912,ANTISPIFFERO/GHIGLIOTTINA PER ANTA IN LEGNO,017.PM369,0,10.30.50.10.180,PZ,100.0,5.4919,549.19
3280,2021-11-22,2021-BADDV-0001913,DADO ESAGONALE AUTOBLOCCANTE,052.MP.CTS.01,0,20.30.095,PZ,618.0,0.0371,22.93
3280,2021-11-22,2021-BADDV-0001913,DADO ESAGONALE M8,052.MP.CTS.04,0,20.30.095,PZ,1000.0,0.0166,16.6
1964,2021-12-01,2021-BADDV-0001915,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,252,10.30.40.10.50,MQ,3.92,21.0,82.32
1964,2021-12-01,2021-BADDV-0001915,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,494,10.30.40.10.50,MQ,6.68,21.0,140.28
1964,2021-12-01,2021-BADDV-0001915,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,495,10.30.40.10.50,MQ,2.92,21.0,61.32
1964,2021-12-01,2021-BADDV-0001915,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,500,10.30.40.10.50,MQ,6.69,21.0,140.49
1964,2021-12-01,2021-BADDV-0001915,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,501,10.30.40.10.50,MQ,2.92,21.0,61.32
1964,2021-12-01,2021-BADDV-0001915,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,572,10.30.40.10.50,MQ,7.8,21.0,163.8
1964,2021-12-01,2021-BADDV-0001915,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,578,10.30.40.10.50,MQ,1.49,21.0,31.29
1964,2021-12-01,2021-BADDV-0001915,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,579,10.30.40.10.50,MQ,1.48,21.0,31.08
1964,2021-12-01,2021-BADDV-0001915,VETRO TRASPARENTE STRATIFICATO 3+3 F.G. ANTA INTELAIATA,090.VST33,580,10.30.40.10.50,MQ,1.94,21.0,40.74
3529,2021-11-23,2021-BADDV-0001919,SLITTA DORMA G 96 N20 K 8/12 DIN DX,017.PM568,0,10.30.50.10.010,PZ,50.0,13.0,650.0
3529,2021-11-22,2021-BADDV-0001920,CHIUDIPORTA DORMA ITS96 SOLO CORPO STANDARD EN2-4,017.PM567,0,10.30.50.10.010,PZ,100.0,72.0,7200.0
3529,2021-11-22,2021-BADDV-0001920,DISPOSITIVO D'ARRESTO DORMA N/20,017.PM570,0,10.30.50.10.010,PZ,92.0,10.0,920.0
3529,2021-11-22,2021-BADDV-0001920,SLITTA DORMA G 96 N20 K 8/12 DIN DX,017.PM568,0,10.30.50.10.010,PZ,50.0,13.0,650.0
3529,2021-11-26,2021-BADDV-0001921,DISPOSITIVO D'ARRESTO DORMA N/20,017.PM570,0,10.30.50.10.010,PZ,8.0,10.0,80.0
3662,2021-12-01,2021-BADDV-0001922,LAMIERA ALLUMINIO OX ARGENTO CON PELABILE,017.PM206AN,5,10.30.20.10.30.02,KG,530.0,7.6,4028.0
1964,2021-12-02,2021-BADDV-0001923,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,2365,10.30.40.10.50,MQ,2.89,26.0,75.14
1964,2021-12-02,2021-BADDV-0001923,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,2368,10.30.40.10.50,MQ,3.07,26.0,79.82
1964,2021-12-02,2021-BADDV-0001923,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,2371,10.30.40.10.50,MQ,5.66,26.0,147.16
1964,2021-12-02,2021-BADDV-0001923,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,2695,10.30.40.10.50,MQ,2.75,26.0,71.5
1964,2021-12-02,2021-BADDV-0001923,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,2757,10.30.40.10.50,MQ,2.79,26.0,72.54
1964,2021-12-02,2021-BADDV-0001923,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,2758,10.30.40.10.50,MQ,14.11,26.0,366.86
1964,2021-12-02,2021-BADDV-0001923,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,2759,10.30.40.10.50,MQ,0.7,26.0,18.2
1964,2021-12-02,2021-BADDV-0001923,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,2761,10.30.40.10.50,MQ,2.95,26.0,76.7
1964,2021-12-02,2021-BADDV-0001923,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,2762,10.30.40.10.50,MQ,2.96,26.0,76.96
1964,2021-12-02,2021-BADDV-0001923,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,2763,10.30.40.10.50,MQ,3.19,26.0,82.94
1964,2021-12-02,2021-BADDV-0001923,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,2764,10.30.40.10.50,MQ,2.98,26.0,77.48
